survey_id,dataset,variable,val_raw,value,notes,Questions,varcode,analysis
NGA2020BBS_TG,kp,raped_becausemsm,No_response,,,"In any of the times in the last 12 months when these happened, do you think it was because you have sex with men?",,
NGA2020BBS_TG,kp,raped_becausemsm,Yes,1,,"In any of the times in the last 12 months when these happened, do you think it was because you have sex with men?",,
CAF2019BBS_FSW,kp,raped_ever,1,1,,A deja eu rapports sexuels forces,,harrassment
CAF2019BBS_FSW,kp,raped_ever,2,0,,A deja eu rapports sexuels forces,,harrassment
CAF2019BBS_FSW,kp,raped_ever,20,,,A deja eu rapports sexuels forces,,harrassment
CAF2019BBS_FSW,kp,raped_ever,52,,,A deja eu rapports sexuels forces,,harrassment
SEN2019BBS_FSW,kp,raped_ever,1,1,,"Au cours de votre vie, avez-vous eu des rapports sexuels sous  la contrainte physique ou psychologique (des rapports obtenus sans  votre consentement) ?",,
SEN2019BBS_FSW,kp,raped_ever,2,0,,"Au cours de votre vie, avez-vous eu des rapports sexuels sous  la contrainte physique ou psychologique (des rapports obtenus sans  votre consentement) ?",,
ZMB2021BBS_MSM,kp,raped_ever,1,0,"Can get \in the last 6 months if necessary\""""",Have you ever been forced to have sex against your will?,,
ZMB2021BBS_MSM,kp,raped_ever,2,1,"Can get \in the last 6 months if necessary\""""",Have you ever been forced to have sex against your will?,,
ZMB2021BBS_MSM,kp,raped_ever,3,1,"Can get \in the last 6 months if necessary\""""",Have you ever been forced to have sex against your will?,,
ZMB2021BBS_MSM,kp,raped_ever,999,,"Can get \in the last 6 months if necessary\""""",Have you ever been forced to have sex against your will?,,
NGA2020BBS_TG,kp,raped_firstsex,Deceived/Cajoled,0,,Under what circumstance did you first have sex?,,
NGA2020BBS_TG,kp,raped_firstsex,Drunk,0,,Under what circumstance did you first have sex?,,
NGA2020BBS_TG,kp,raped_firstsex,Got_married,0,,Under what circumstance did you first have sex?,,
NGA2020BBS_TG,kp,raped_firstsex,Having_fun,0,,Under what circumstance did you first have sex?,,
NGA2020BBS_TG,kp,raped_firstsex,In_love,0,,Under what circumstance did you first have sex?,,
NGA2020BBS_TG,kp,raped_firstsex,No_response,0,,Under what circumstance did you first have sex?,,
NGA2020BBS_TG,kp,raped_firstsex,Others_(Specify),0,,Under what circumstance did you first have sex?,,
NGA2020BBS_TG,kp,raped_firstsex,Raped/Force,1,,Under what circumstance did you first have sex?,,
NGA2020BBS_TG,kp,raped_firstsex,To_get_pregnant,0,,Under what circumstance did you first have sex?,,
NGA2020BBS_TG,kp,raped_firstsex,To_obtain_money,0,,Under what circumstance did you first have sex?,,
NGA2020BBS_TG,kp,raped_firstsex,Under_pressure/Black_mailed,0,,Under what circumstance did you first have sex?,,
NGA2020BBS_TG,kp,raped_firstsex,Wanted_to_please_partner,0,,Under what circumstance did you first have sex?,,
NGA2020BBS_TG,kp,raped_yr,Don't_remember,,,Have you been forced to have sex by any person (client or non-client) in the past 12 months?,,
NGA2020BBS_TG,kp,raped_yr,No,0,,Have you been forced to have sex by any person (client or non-client) in the past 12 months?,,
NGA2020BBS_TG,kp,raped_yr,No_Response,,,Have you been forced to have sex by any person (client or non-client) in the past 12 months?,,
NGA2020BBS_TG,kp,raped_yr,Yes,1,,Have you been forced to have sex by any person (client or non-client) in the past 12 months?,,
LSO2019BBS_MSM,kp,receive_oral_6mnth,99,,,"Of these <RESPONSE TO Q511> partners in the last 6 months you mentioned earlier, with how many did you received oral sex from? (Where the guy would perform oral sex on you.)",,behaviour
AGO2018PLACE_FSW,kp,recent_test_sti,1,1,,"In the past 12 months, did a medical provider test or examine you to see if you had a sexually transmitted infection other than HIV?",,bio
AGO2018PLACE_FSW,kp,recent_test_sti,2,0,,,,bio
AGO2018PLACE_FSW,kp,recent_test_sti,8888,,,,,bio
AGO2018PLACE_MSM,kp,recent_test_sti,1,1,,"In the past 12 months, did a medical provider test or examine you to see if you had a sexually transmitted infection other than HIV?",,bio
AGO2018PLACE_MSM,kp,recent_test_sti,2,0,,,,bio
AGO2018PLACE_MSM,kp,recent_test_sti,8888,,,,,bio
AGO2018PLACE_TGW,kp,recent_test_sti,1,1,,"In the past 12 months, did a medical provider test or examine you to see if you had a sexually transmitted infection other than HIV?",,bio
AGO2018PLACE_TGW,kp,recent_test_sti,2,0,,,,bio
AGO2018PLACE_TGW,kp,recent_test_sti,8888,,,,,bio
AGO2018PLACE_PWID,kp,recent_test_sti,1,1,,"In the past 12 months, did a medical provider test or examine you to see if you had a sexually transmitted infection other than HIV?",,bio
AGO2018PLACE_PWID,kp,recent_test_sti,2,0,,,,bio
AGO2018PLACE_PWID,kp,recent_test_sti,8888,,,,,bio
SWZ2020BBS_MSM,kp,receptive_12mnth,999,,,In the last 12 mnths how man men did you have receptive anal sex with?,,
NAM2019BBS_MSM,kp,receptive_2ndlastpart_6mnth,997,,,how many times receptive sex with 2nd last partner in past 6mnths?,,
NAM2019BBS_MSM,kp,receptive_2ndlastpart_6mnth,999,,,,,
NAM2019BBS_MSM,kp,receptive_3rdlastpart_6mnth,997,,,how many times receptive sex with 3rd last partner in past 6mnths?,,
NAM2019BBS_MSM,kp,receptive_3rdlastpart_6mnth,999,,,,,
NAM2019BBS_MSM,kp,receptive_4thlastpart_6mnth,997,,,how many times receptive sex with 4th last partner in past 6mnths?,,
NAM2019BBS_MSM,kp,receptive_4thlastpart_6mnth,999,,,,,
NAM2019BBS_MSM,kp,receptive_5thlastpart_6mnth,997,,,,,
NAM2019BBS_MSM,kp,receptive_5thlastpart_6mnth,998,,,,,
NAM2019BBS_MSM,kp,receptive_5thlastpart_6mnth,999,,,how many times receptive sex with 5th last partner in past 6mnths?,,
NAM2019BBS_MSM,kp,receptive_5thlastpart_6mnth,997,,,,,
LSO2019BBS_MSM,kp,receptive_6mnth,99,,,"Of those <RESPONSE TO Q511> partners in the last 6 months you mentioned earlier, with how many did you have anal sex where your partner penetrated you? In other words, these would be partners with whom you were bottom?",,behaviour
NAM2019BBS_MSM,kp,receptive_lastpart_6mnth,999,,,"During the past 6 mnths, how many times did you have receptive anal intercourse with your last partner?",,
NAM2019BBS_MSM,kp,receptive_lastpart_6mnth,997,,,how many times receptive sex with last partner in past 6mnths?,,
NAM2019BBS_MSM,kp,receptive_lastpart_6mnth,998,,,,,
NAM2019BBS_MSM,kp,receptive_lastpart_6mnth,999,,,,,
CAF2019BBS_MSM,kp,receptive_mnth,95,,,Nombre rapport anal passif le mois passé,,
SEN2017BBS_MSM,kp,receptive_mnth,95,,,Combien de fois avez-vous eu un rapport anal passif avec un homme durant la période écoulée ? Le mois passe,,
ZAF2017ACA_PWID,kp,receptive_wk,9,,,,,
ZAF2017ACA_FSW,kp,receptive_wk,9,,,,,
ZAF2017ACA_MSM,kp,receptive_wk,9,,,,,
CAF2019BBS_MSM,kp,receptive_wk,95,,,Nombre rapport anal passif la semaine passée,,
SEN2017BBS_MSM,kp,receptive_wk,95,,,Combien de fois avez-vous eu un rapport anal passif avec un homme durant la période écoulée ? La semaine passe,,
BFA2022BBS_MSM,kp,region,1,Centre,,,,
BFA2022BBS_MSM,kp,region,2,Haut Bassins,,,,
BFA2022BBS_PWID,kp,region,1,Centre,,,,
BFA2022BBS_PWID,kp,region,2,Haut Bassins,,,,
BFA2022BBS_FSW,kp,region,1,Centre,,,,
BFA2022BBS_FSW,kp,region,2,Haut Bassins,,,,
BFA2022BBS_FSW,kp,region,3,Centre Ouest,,,,
BFA2022BBS_FSW,kp,region,4,Nord,,,,
BFA2022BBS_FSW,kp,region,5,Centre-Est,,,,
GIN2022BBS_MSM,kp,region,1,Boke,,,,
GIN2022BBS_MSM,kp,region,2,Conakry,,,,
GIN2022BBS_MSM,kp,region,3,Faranah,,,,
GIN2022BBS_MSM,kp,region,4,Kankan,,,,
GIN2022BBS_MSM,kp,region,5,Kindia,,,,
GIN2022BBS_MSM,kp,region,6,Labe,,,,
GIN2022BBS_MSM,kp,region,7,Mamou,,,,
GIN2022BBS_MSM,kp,region,8,N'Zerekore,,,,
GIN2022BBS_MSM,kp,region,2,Conakry,,,,
GIN2017BBS_FSW,kp,region,1,Boke,,Administrative region,,
GIN2017BBS_FSW,kp,region,2,Conakry,,Administrative region,,
GIN2017BBS_FSW,kp,region,3,Faranah,,Administrative region,,
GIN2017BBS_FSW,kp,region,4,Kankan,,Administrative region,,
GIN2017BBS_FSW,kp,region,5,Kindia,,Administrative region,,
GIN2017BBS_FSW,kp,region,6,Labe,,Administrative region,,
GIN2017BBS_FSW,kp,region,7,Mamou,,Administrative region,,
GIN2017BBS_FSW,kp,region,8,Nzerekore,,Administrative region,,
BDI2021BBS_MSM,kp,region,Buja Mairie,Buja Mairie,,,,
BDI2021BBS_MSM,kp,region,Centre,Centre,,,,
BDI2021BBS_MSM,kp,region,Nord,Nord,,,,
BDI2021BBS_MSM,kp,region,Sud,Sud,,,,
SEN2019BBS_FSW,kp,region,1,Dakar,,Code region,,
SEN2019BBS_FSW,kp,region,5,Kaolack,,Code region,,
SEN2019BBS_FSW,kp,region,6,Kedougou,,Code region,,
SEN2019BBS_FSW,kp,region,7,Kolda,,Code region,,
SEN2019BBS_FSW,kp,region,11,Sedhiou,,Code region,,
SEN2019BBS_FSW,kp,region,12,Tambacounda,,Code region,,
SEN2019BBS_FSW,kp,region,14,Ziguinchor,,Code region,,
SEN2019BBS_FSW,kp,region,15,Other,,Code region,,
BEN2013BBS_MSM,kp,religion,1,1,,What is your religion?,,
BEN2013BBS_MSM,kp,religion,2,2,,What is your religion?,,
BEN2013BBS_MSM,kp,religion,3,3,,What is your religion?,,
BEN2013BBS_MSM,kp,religion,4,4,,What is your religion?,,
BEN2013BBS_MSM,kp,religion,5,5,,What is your religion?,,
BEN2013BBS_MSM,kp,religion,6,6,,What is your religion?,,
BEN2013BBS_MSM,kp,religion,7,,,What is your religion?,,
BEN2022BBS_MSM,kp,religion,1,2,,Quelle est votre Confession religieuse,,
BEN2022BBS_MSM,kp,religion,2,3,,Quelle est votre Confession religieuse,,
BEN2022BBS_MSM,kp,religion,3,1,,Quelle est votre Confession religieuse,,
BEN2022BBS_MSM,kp,religion,4,5,,Quelle est votre Confession religieuse,,
BEN2022BBS_MSM,kp,religion,99,,,Quelle est votre Confession religieuse,,
BEN2022BBS_MSM,kp,religion,-999999999,,,Quelle est votre Confession religieuse,,
ZMB2021BBS_PWID,kp,religion,1,2,,Which religious affiliation are you?,,
ZMB2021BBS_PWID,kp,religion,2,3,,Which religious affiliation are you?,,
ZMB2021BBS_PWID,kp,religion,3,1,,Which religious affiliation are you?,,
ZMB2021BBS_PWID,kp,religion,4,5,,Which religious affiliation are you?,,
ZMB2021BBS_PWID,kp,religion,99,,,Which religious affiliation are you?,,
BDI2021BBS_FSW,kp,religion,Autre chrétienne,2,,Quelle est votre religion,,
BDI2021BBS_FSW,kp,religion,Catholique,2,,Quelle est votre religion,,
BDI2021BBS_FSW,kp,religion,Musulmane,3,,Quelle est votre religion,,
BDI2021BBS_FSW,kp,religion,Pas de religion,5,,Quelle est votre religion,,
BDI2021BBS_FSW,kp,religion,Protestante,2,,Quelle est votre religion,,
BDI2021BBS_FSW,kp,religion,Sans préciser,,,Quelle est votre religion,,
BDI2021BBS_FSW,kp,religion,Traditionnelle,1,,Quelle est votre religion,,
BDI2021BBS_MSM,kp,religion,1,3,,Quelle  est  votre CONFESSION religieuse,,
BDI2021BBS_MSM,kp,religion,2,2,,Quelle  est  votre CONFESSION religieuse,,
BDI2021BBS_MSM,kp,religion,3,6,,Quelle  est  votre CONFESSION religieuse,,
BDI2021BBS_MSM,kp,religion,4,5,,Quelle  est  votre CONFESSION religieuse,,
BDI2021BBS_MSM,kp,religion,5,6,,Quelle  est  votre CONFESSION religieuse,,
BDI2021BBS_MSM,kp,religion,6,,,Quelle  est  votre CONFESSION religieuse,,
BDI2021BBS_PWID,kp,religion,1,5,,Quelle est votre religion?,,
BDI2021BBS_PWID,kp,religion,3,2,,Quelle est votre religion?,,
BDI2021BBS_PWID,kp,religion,4,3,,Quelle est votre religion?,,
BDI2021BBS_PWID,kp,religion,5,6,,Quelle est votre religion?,,
ZAF2016ACA_MSM,kp,religion,.,,,What is your current religious affiliation?,,
ZAF2016ACA_MSM,kp,religion,Baha'i faith,6,,What is your current religious affiliation?,,
ZAF2016ACA_MSM,kp,religion,Buddhism,6,,What is your current religious affiliation?,,
ZAF2016ACA_MSM,kp,religion,Christian,2,,What is your current religious affiliation?,,
ZAF2016ACA_MSM,kp,religion,Islam,3,,What is your current religious affiliation?,,
ZAF2016ACA_MSM,kp,religion,No answer,,,What is your current religious affiliation?,,
ZAF2016ACA_MSM,kp,religion,No religion,5,,What is your current religious affiliation?,,
ZAF2016ACA_MSM,kp,religion,Traditionalist,1,,What is your current religious affiliation?,,
MWI2016ACA_MSM,kp,religion,.,,,What is your current religious affiliation?,,
MWI2016ACA_MSM,kp,religion,Baha'i faith,6,,What is your current religious affiliation?,,
MWI2016ACA_MSM,kp,religion,Buddhism,6,,What is your current religious affiliation?,,
MWI2016ACA_MSM,kp,religion,Christian,2,,What is your current religious affiliation?,,
MWI2016ACA_MSM,kp,religion,Islam,3,,What is your current religious affiliation?,,
MWI2016ACA_MSM,kp,religion,No answer,,,What is your current religious affiliation?,,
MWI2016ACA_MSM,kp,religion,No religion,5,,What is your current religious affiliation?,,
MWI2016ACA_MSM,kp,religion,Traditionalist,1,,What is your current religious affiliation?,,
KEN2016ACA_MSM,kp,religion,.,,,What is your current religious affiliation?,,
KEN2016ACA_MSM,kp,religion,Baha'i faith,6,,What is your current religious affiliation?,,
KEN2016ACA_MSM,kp,religion,Buddhism,6,,What is your current religious affiliation?,,
KEN2016ACA_MSM,kp,religion,Christian,2,,What is your current religious affiliation?,,
KEN2016ACA_MSM,kp,religion,Islam,3,,What is your current religious affiliation?,,
KEN2016ACA_MSM,kp,religion,No answer,,,What is your current religious affiliation?,,
KEN2016ACA_MSM,kp,religion,No religion,5,,What is your current religious affiliation?,,
KEN2016ACA_MSM,kp,religion,Traditionalist,1,,What is your current religious affiliation?,,
CAF2019BBS_MSM,kp,religion,0,5,,Quelle est votre religion,,
CAF2019BBS_MSM,kp,religion,1,2,,Quelle est votre religion,,
CAF2019BBS_MSM,kp,religion,2,2,,Quelle est votre religion,,
CAF2019BBS_MSM,kp,religion,3,3,,Quelle est votre religion,,
CAF2019BBS_MSM,kp,religion,4,6,,Quelle est votre religion,,
NGA2020BBS_TG,kp,religion,Christianity,2,,,,
NGA2020BBS_TG,kp,religion,Islam,3,,,,
NGA2020BBS_TG,kp,religion,No_Response,,,,,
NGA2020BBS_TG,kp,religion,No_religion,5,,,,
NGA2020BBS_TG,kp,religion,Others_(Specify),6,,,,
NGA2020BBS_TG,kp,religion,Traditional,1,,,,
ZMB2021BBS_MSM,kp,religion,1,1,,Which religious affiliation are you?,,
ZMB2021BBS_MSM,kp,religion,2,2,,Which religious affiliation are you?,,
ZMB2021BBS_MSM,kp,religion,3,3,,Which religious affiliation are you?,,
ZMB2021BBS_MSM,kp,religion,7,6,,Which religious affiliation are you?,,
ZMB2021BBS_MSM,kp,religion,8,6,,Which religious affiliation are you?,,
ZMB2021BBS_MSM,kp,religion,888,,,Which religious affiliation are you?,,
ZMB2021BBS_MSM,kp,religion,999,,,Which religious affiliation are you?,,
BEN2017ACA_FSW,kp,religion,1,1,,Quelle est  votre religion ?,,
BEN2017ACA_FSW,kp,religion,2,2,,Quelle est  votre religion ?,,
BEN2017ACA_FSW,kp,religion,3,2,,Quelle est  votre religion ?,,
BEN2017ACA_FSW,kp,religion,4,2,,Quelle est  votre religion ?,,
BEN2017ACA_FSW,kp,religion,5,3,,Quelle est  votre religion ?,,
BEN2017ACA_FSW,kp,religion,6,5,,Quelle est  votre religion ?,,
BEN2017ACA_FSW,kp,religion,7,6,,Quelle est  votre religion ?,,
MOZ2012BBS_FSW,kp,residence,1,Niassa,,,,
MOZ2012BBS_FSW,kp,residence,2,Cabo Delgado,,,,
MOZ2012BBS_FSW,kp,residence,3,Nampula,,,,
MOZ2012BBS_FSW,kp,residence,4,Zambézia,,,,
MOZ2012BBS_FSW,kp,residence,5,Tete,,,,
MOZ2012BBS_FSW,kp,residence,6,Manica,,,,
MOZ2012BBS_FSW,kp,residence,7,Sofala,,,,
MOZ2012BBS_FSW,kp,residence,9,Gaza,,,,
MOZ2012BBS_FSW,kp,residence,10,Maputo Province,,,,
MOZ2012BBS_FSW,kp,residence,11,Maputo City,,,,
MOZ2011BBS_MSM,kp,residence,1,Niassa,In what province in Maputo is your primary residence?,,,
MOZ2011BBS_MSM,kp,residence,2,Cabo Delgado,,,,
MOZ2011BBS_MSM,kp,residence,3,Nampula,,,,
MOZ2011BBS_MSM,kp,residence,4,Zambézia,,,,
MOZ2011BBS_MSM,kp,residence,5,Tete,,,,
MOZ2011BBS_MSM,kp,residence,6,Manica,,,,
MOZ2011BBS_MSM,kp,residence,7,Sofala,,,,
MOZ2011BBS_MSM,kp,residence,8,Inhambane,,,,
MOZ2011BBS_MSM,kp,residence,9,Gaza,,,,
MOZ2011BBS_MSM,kp,residence,10,Maputo Province,,,,
MOZ2011BBS_MSM,kp,residence,11,Maputo City,,,,
MOZ2011BBS_MSM,kp,residence,12,,,,,
MOZ2011BBS_MSM,kp,residence,97,,,,,
MOZ2011BBS_MSM,kp,residence,98,,,,,
MOZ2011BBS_MSM,kp,residence,99,,,,,
MOZ2014BBS_PWID,kp,residence,2,Cabo Delgado,,,,
MOZ2014BBS_PWID,kp,residence,3,Nampula,,,,
MOZ2014BBS_PWID,kp,residence,10,Maputo Province,,,,
MOZ2014BBS_PWID,kp,residence,11,Maputo City,,,,
MOZ2014BBS_PWID,kp,residence,12,,,,,
BEN2017BBS_MSM,kp,residence,0,,In what town do you currently reside?,,,
ETH2020ACA_FSW,kp,residence,1=Nekemte,Nekemte,,,,
ETH2020ACA_FSW,kp,residence,2=Ghimbi,Ghimbi,,,,
ETH2020ACA_FSW,kp,residence,3=Nedjo,Nedjo,,,,
ETH2020ACA_FSW,kp,residence,4=Shambu,Shambu,,,,
ETH2020ACA_FSW,kp,residence,5=Bako,Bako,,,,
GIN2022BBS_FSW,kp,residence,##N/A##,,Town of residence of the respondent.,,,
ZAF2010ACA_FSW,kp,residence_city,Other,,,,,
MLI2014BBS_MSM,kp,residence_neighbourhood,1,Commune 1,,,,
MLI2014BBS_MSM,kp,residence_neighbourhood,2,Commune 2,,,,
MLI2014BBS_MSM,kp,residence_neighbourhood,3,Commune3,,,,
MLI2014BBS_MSM,kp,residence_neighbourhood,4,Commune 4,,,,
MLI2014BBS_MSM,kp,residence_neighbourhood,5,Commune 5,,,,
MLI2014BBS_MSM,kp,residence_neighbourhood,6,Commune 6,,,,
MLI2014BBS_MSM,kp,residence_neighbourhood,7,outskirts,,,,
MLI2014BBS_MSM,kp,residence_neighbourhood,999,,,,,
BDI2021BBS_MSM,kp,residence_province,2,Nujumbra,,"\province de résidence\""""",,
BDI2021BBS_MSM,kp,residence_province,3,Bururi,,"\province de résidence\""""",,
BDI2021BBS_MSM,kp,residence_province,6,Gitega,,"\province de résidence\""""",,
BDI2021BBS_MSM,kp,residence_province,7,Karusi,,"\province de résidence\""""",,
BDI2021BBS_MSM,kp,residence_province,8,Kayanza,,"\province de résidence\""""",,
BDI2021BBS_MSM,kp,residence_province,9,Kirundo,,"\province de résidence\""""",,
BDI2021BBS_MSM,kp,residence_province,10,Makamba,,"\province de résidence\""""",,
BDI2021BBS_MSM,kp,residence_province,11,Muramvya,,"\province de résidence\""""",,
BDI2021BBS_MSM,kp,residence_province,12,Muyinga,,"\province de résidence\""""",,
BDI2021BBS_MSM,kp,residence_province,14,Ngozi,,"\province de résidence\""""",,
BDI2021BBS_MSM,kp,residence_province,15,Rumonge,,"\province de résidence\""""",,
BDI2021BBS_MSM,kp,residence_province,17,Ruyigi,,"\province de résidence\""""",,
BDI2021BBS_MSM,kp,residence_province,18,Bujumbura Mairie,,"\province de résidence\""""",,
BDI2021BBS_PWID,kp,residence_province,1,Bubanza,,province de residence,,
BDI2021BBS_PWID,kp,residence_province,2,Bujumbura,,province de residence,,
BDI2021BBS_PWID,kp,residence_province,6,Gitega,,province de residence,,
BDI2021BBS_PWID,kp,residence_province,10,Makamba,,province de residence,,
BDI2021BBS_PWID,kp,residence_province,11,Muramvya,,province de residence,,
BDI2021BBS_PWID,kp,residence_province,12,Muyinga,,province de residence,,
BDI2021BBS_PWID,kp,residence_province,14,Ngozi,,province de residence,,
BDI2021BBS_PWID,kp,residence_province,15,Rumonge,,province de residence,,
BDI2021BBS_PWID,kp,residence_province,18,Bujumbura Mairie,,province de residence,,
CAF2019BBS_FSW,kp,residence_province,1,Ombella M'Poko,,,,
CAF2019BBS_FSW,kp,residence_province,2,Lobaye,,,,
CAF2019BBS_FSW,kp,residence_province,3,Sangha M'Baere,,,,
CAF2019BBS_FSW,kp,residence_province,4,Mambere Kadei,,,,
CAF2019BBS_FSW,kp,residence_province,5,Nana Mambere,,,,
CAF2019BBS_FSW,kp,residence_province,6,Ouham Pende,,,,
CAF2019BBS_FSW,kp,residence_province,7,Ouham,,,,
CAF2019BBS_FSW,kp,residence_province,8,Kemo,,,,
CAF2019BBS_FSW,kp,residence_province,9,Ouaka,,,,
CAF2019BBS_FSW,kp,residence_province,11,Bamingui Bangoran,,,,
CAF2019BBS_FSW,kp,residence_province,12,Haute Kotto,,,,
CAF2019BBS_FSW,kp,residence_province,13,Basse Kotto,,,,
CAF2019BBS_FSW,kp,residence_province,14,M'Bomou,,,,
CAF2019BBS_FSW,kp,residence_province,15,Haut M'Bou,,,,
CAF2019BBS_FSW,kp,residence_province,16,Vakaga,,,,
CAF2019BBS_FSW,kp,residence_province,17,Bangui,,,,
CAF2019BBS_FSW,kp,residence_province,18,Abroad,,,,
CAF2019BBS_FSW,kp,residence_province,99,,,,,
SEN2019BBS_FSW,kp,residence_region,1,Dakar,,Dans quelle région/pays résidez-vous habituellement ?,,
SEN2019BBS_FSW,kp,residence_region,2,Diourbel,,Dans quelle région/pays résidez-vous habituellement ?,,
SEN2019BBS_FSW,kp,residence_region,3,Fatick,,Dans quelle région/pays résidez-vous habituellement ?,,
SEN2019BBS_FSW,kp,residence_region,4,Kaffrine,,Dans quelle région/pays résidez-vous habituellement ?,,
SEN2019BBS_FSW,kp,residence_region,5,Kaolack,,Dans quelle région/pays résidez-vous habituellement ?,,
SEN2019BBS_FSW,kp,residence_region,6,Kedougou,,Dans quelle région/pays résidez-vous habituellement ?,,
SEN2019BBS_FSW,kp,residence_region,7,Kolda,,Dans quelle région/pays résidez-vous habituellement ?,,
SEN2019BBS_FSW,kp,residence_region,8,Louga,,Dans quelle région/pays résidez-vous habituellement ?,,
SEN2019BBS_FSW,kp,residence_region,9,Matam,,Dans quelle région/pays résidez-vous habituellement ?,,
SEN2019BBS_FSW,kp,residence_region,10,Saint Louis,,Dans quelle région/pays résidez-vous habituellement ?,,
SEN2019BBS_FSW,kp,residence_region,11,Sedhiou,,Dans quelle région/pays résidez-vous habituellement ?,,
SEN2019BBS_FSW,kp,residence_region,12,Tambacounda,,Dans quelle région/pays résidez-vous habituellement ?,,
SEN2019BBS_FSW,kp,residence_region,13,Thies,,Dans quelle région/pays résidez-vous habituellement ?,,
SEN2019BBS_FSW,kp,residence_region,14,Ziguinchor,,Dans quelle région/pays résidez-vous habituellement ?,,
SEN2019BBS_FSW,kp,residence_region,BURKINA FASO,Burkina Faso,,Dans quelle région/pays résidez-vous habituellement ?,,
SEN2019BBS_FSW,kp,residence_region,MALI,Mali,,Dans quelle région/pays résidez-vous habituellement ?,,
SEN2019BBS_FSW,kp,residence_region,NIGERIA,Nigeria,,Dans quelle région/pays résidez-vous habituellement ?,,
CIV1999ACA_CFSW,kp,samesw,7,,Do you return to the same woman every time?,,,
CIV1999ACA_CFSW,kp,samesw,8,,Do you return to the same woman every time?,,,
CIV1999ACA_CFSW,kp,samesw,9,,Do you return to the same woman every time?,,,
CIV1999ACA_CFSW,kp,samesw,1,1,Do you return to the same woman every time?,,,
CIV1999ACA_CFSW,kp,samesw,2,0,Do you return to the same woman every time?,,,
UGA2021BBS_FSW,kp,self_test,1,1,,Have you ever self tested?,,
UGA2021BBS_FSW,kp,self_test,2,1,,Have you ever self tested?,,
UGA2021BBS_FSW,kp,self_test,3,0,,Have you ever self tested?,,
UGA2021BBS_FSW,kp,self_test,998,,,Have you ever self tested?,,
UGA2021BBS_MSM,kp,self_test,1,1,,Have you ever self tested?,,
UGA2021BBS_MSM,kp,self_test,2,1,,Have you ever self tested?,,
UGA2021BBS_MSM,kp,self_test,3,0,,Have you ever self tested?,,
UGA2021BBS_MSM,kp,self_test,998,,,Have you ever self tested?,,
ZAF2017BBS_MSM,kp,self_test,0,0,,Have you ever self tested?,,
ZAF2017BBS_MSM,kp,self_test,1,1,,Have you ever self tested?,,
ZAF2018BBS_FSW,kp,self_test,0,0,,Have you ever self tested?,,
ZAF2018BBS_FSW,kp,self_test,1,1,,Have you ever self tested?,,
ZMB2017BBS_FSW,kp,self_test,0,0,,Have you ever administered a HIV test to yourself?,,
ZMB2017BBS_FSW,kp,self_test,1,1,,Have you ever administered a HIV test to yourself?,,
ZMB2017BBS_FSW,kp,self_test,9,,,Have you ever administered a HIV test to yourself?,,
UGA2021BBS_FSW,kp,self_test12mnths,998,MA,Self tested in past 12 mnths?,,,
UGA2021BBS_FSW,kp,self_test12mnths,1,1,,,,
UGA2021BBS_FSW,kp,self_test12mnths,0,0,,,,
UGA2021BBS_MSM,kp,self_test12mnths,998,MA,Self tested in past 12 mnths?,,,
UGA2021BBS_MSM,kp,self_test12mnths,1,1,,,,
UGA2021BBS_MSM,kp,self_test12mnths,0,0,,,,
MWI2019BBS_MSM,kp,sero_mnth,99,,,What was the month you were told that you have HIV?,,
AGO2018PLACE_FSW,kp,sex,1,0,,sex at birth,,dem
AGO2018PLACE_FSW,kp,sex,2,1,,,,dem
NAM2019BBS_FSW,kp,sex,0,0,,,,
NAM2019BBS_FSW,kp,sex,1,1,,,,
AGO2018PLACE_MSM,kp,sex,1,0,,sex at birth,,dem
AGO2018PLACE_MSM,kp,sex,2,1,,,,dem
AGO2018PLACE_TGW,kp,sex,1,0,,sex at birth,,dem
AGO2018PLACE_TGW,kp,sex,2,1,,,,dem
AGO2018PLACE_PWID,kp,sex,1,0,,sex at birth,,dem
AGO2018PLACE_PWID,kp,sex,2,1,,,,dem
MOZ2017PLACE_FSW,kp,sex,2,1,,,,
UGA2021BBS_FSW,kp,sex,1,1,,,,
UGA2021BBS_MSM,kp,sex,2,0,,,,
BDI2017ACA_PWID,kp,sex,1,0,,,,
BDI2017ACA_PWID,kp,sex,2,1,,,,
TGO2017BBS_PWID,kp,sex,1,0,,,,
TGO2017BBS_PWID,kp,sex,2,1,,,,
ZAF2019BBS_MSM,kp,sex,Male,0,,,,
ZAF2019BBS_TGW,kp,sex,1,0,,,,
ZAF2019BBS_TGW,kp,sex,2,1,,,,
ZAF2019BBS_TGW,kp,sex,995,,,,,
ZAF2017BBS_PWID,kp,sex,1,1,,,,
ZAF2017BBS_PWID,kp,sex,2,0,,,,
KEN2016ACA2_MSM,kp,sex,1,0,,Sex at birth,,
KEN2016ACA2_MSM,kp,sex,2,1,,Sex at birth,,
KEN2016ACA2_MSM,kp,sex,98,,,Sex at birth,,
UGA2012BBS_PWUD,kp,sex,1,0,,Respondent's sex,,
UGA2012BBS_PWUD,kp,sex,2,1,,Respondent's sex,,
UGA2012BBS_MSM,kp,sex,1,0,,Respondent's sex,,
UGA2012BBS_MSM,kp,sex,2,1,,Respondent's sex,,
UGA2012BBS_FSW,kp,sex,1,0,,Respondent's sex,,
UGA2012BBS_FSW,kp,sex,2,1,,Respondent's sex,,
